"Date","Type","JDay","Coef","VIP","MetricMean","MetricStdev"
1001,"Chill",-91,-0.0804002829264898,1.13246529377756,0.608339041435812,0.514140329186944
1002,"Chill",-90,0.0804002829264898,1.13246529377756,0.401139888479268,0.508537625234364
1003,"Chill",-89,-0.0804002829264898,1.13246529377756,0.600009775961694,0.50710081503273
1004,"Chill",-88,0.0804002829264898,1.13246529377756,0.4057581702187,0.514392365926788
1005,"Chill",-87,-0.0804002829264892,1.13246529377755,1.00372134372263,0.000532859885800664
1006,"Chill",-86,0.0804002829264898,1.13246529377756,0.405453956523764,0.514006704678855
1007,"Chill",-85,0,0,0,0
1008,"Chill",-84,0.0804002829264898,1.13246529377756,0.87902052986859,0.104023317999173
1009,"Chill",-83,0.0804002829264892,1.13246529377755,1.00195858097257,0.00293413776286046
1010,"Chill",-82,0,0,0,0
1011,"Chill",-81,0.0804002829264898,1.13246529377756,0.401883448125716,0.509480259132624
1012,"Chill",-80,0,0,0,0
1013,"Chill",-79,0,0,0,0
1014,"Chill",-78,0,0,0,0
1015,"Chill",-77,0,0,0,0
1016,"Chill",-76,0,0,0,0
1017,"Chill",-75,0,0,0,0
1018,"Chill",-74,0,0,0,0
1019,"Chill",-73,-0.0833023868324805,1.08502177185104,0.744502795624285,0.464743396391119
1020,"Chill",-72,-0.0821557218280374,1.06504165459806,0.716904362273202,0.44765178129262
1021,"Chill",-71,-0.0804002829264898,1.13246529377756,0.447795680232357,0.378456424397427
1022,"Chill",-70,0.00793964006097812,0.231157997322137,0.132769693032282,0.350378332288207
1023,"Chill",-69,-0.0809902589198823,1.04524023290072,0.689444525346511,0.431218830070878
1024,"Chill",-68,0,0,0,0
1025,"Chill",-67,-0.0804002829264898,1.13246529377756,0.604378311010122,0.510792901015839
1026,"Chill",-66,-0.0804002829264898,1.13246529377756,0.603909290068986,0.510396505971881
1027,"Chill",-65,-0.0829116774056379,1.07814808850191,0.733507639461627,0.457847344784635
1028,"Chill",-64,-0.0293577742783297,0.330823306969647,0.711319349602923,0.334228743086196
1029,"Chill",-63,-0.0308923545169193,0.50008471407985,0.812164302034937,0.461005980386214
1030,"Chill",-62,0.0786701454784172,0.745952291367384,7.4927955656682e-05,0.000290194724423697
1031,"Chill",-61,0.00977899455831888,0.136294854577714,1.0075577958362,0.0152675860145926
1101,"Chill",-60,-0.0394037341587791,0.715868780272678,0.742832391726383,0.386183857403817
1102,"Chill",-59,-0.0804002829264898,1.13246529377756,0.60789345891561,0.513763743224163
1103,"Chill",-58,-0.0828378464588426,1.07685734907933,0.734858629402861,0.458694403851848
1104,"Chill",-57,0.00793964006097812,0.231157997322137,0.133914821805941,0.353400319466204
1105,"Chill",-56,-0.0828620258415943,1.07727978918825,0.743840827963052,0.464299447538481
1106,"Chill",-55,-0.042146490652499,0.790517860178511,0.669909860490273,0.490325344516526
1107,"Chill",-54,0.00793964006097812,0.231157997322137,0.132084180503113,0.348569269306684
1108,"Chill",-53,-0.0620972280159943,0.871889642122782,0.800561307596389,0.441918748202958
1109,"Chill",-52,-0.0682138806246274,1.02359882961625,0.727530513815974,0.404811875927779
1110,"Chill",-51,0.0647850126996996,0.725116484770555,0.156753449402935,0.329263744517969
1111,"Chill",-50,-0.0426322698966557,0.735235726782119,0.799150561893976,0.413625443023983
1112,"Chill",-49,0.00793964006097813,0.231157997322137,0.0208252696216017,0.0549577473052902
1113,"Chill",-48,-0.0428318893998659,0.787974717258018,0.756016601230016,0.414498801169179
1114,"Chill",-47,-0.0730594282498846,0.917803656601155,0.43619275648253,0.281467984677938
1115,"Chill",-46,-0.0152412935828962,0.452019418493648,0.711106029542508,0.385821761582314
1116,"Chill",-45,-0.0654957473727996,0.802370584243436,0.573557481010709,0.388336857089418
1117,"Chill",-44,-0.0438570946357652,0.812330836174238,0.68904991880172,0.459024842029007
1118,"Chill",-43,-0.0401923592177193,0.68697453594299,0.806526996128586,0.419266887641598
1119,"Chill",-42,0.0341880100083259,0.471572007139007,0.141636052474825,0.309765833590636
1120,"Chill",-41,-0.0225614442729566,0.628344148085891,0.760672584449921,0.420045569455359
1121,"Chill",-40,0.00785831946158479,0.533533745537051,0.620734232664777,0.348173767352672
1122,"Chill",-39,-0.163391408940272,1.19069821978901,0.558912035665374,0.545174601126958
1123,"Chill",-38,0.103029813912802,0.454643160956608,0.452183174656558,0.401090104697587
1124,"Chill",-37,-0.136790321038201,1.03576724817885,0.458979209245637,0.515405716301128
1125,"Chill",-36,-0.0426682019692158,0.785396025042831,0.76090934946886,0.404130808201569
1126,"Chill",-35,-0.00518565776870519,0.452390653006528,0.546479236917011,0.469775196622834
1127,"Chill",-34,-0.125861055216474,0.557610820140259,0.251672963396247,0.430286741500548
1128,"Chill",-33,-0.171606949701328,1.27216906761458,0.818120391804806,0.426898641529153
1129,"Chill",-32,-0.17036526293022,1.14731551622149,0.481080070690827,0.469762362105202
1130,"Chill",-31,-0.164002705756458,1.20727005445474,0.460952744061587,0.502685245137664
1201,"Chill",-30,-0.182947989906064,1.10442302447274,0.335977416825667,0.4622173708898
1202,"Chill",-29,0.062215013684521,0.786728816140103,0.541950096091161,0.56415437559442
1203,"Chill",-28,-0.187300802307023,1.03605535099021,0.391220298336341,0.497093563905314
1204,"Chill",-27,-0.194777584565623,1.2285537625264,0.540622833465458,0.49419022441916
1205,"Chill",-26,-0.224097972811677,1.19550371411673,0.520817483971939,0.458006268581752
1206,"Chill",-25,-0.108789576231679,0.458133163499557,0.315245653614121,0.465724994211669
1207,"Chill",-24,-0.223797214003945,1.25778172698688,0.60580528166882,0.51201346909133
1208,"Chill",-23,-0.136429655770432,0.879540337909829,0.329155246111051,0.481926462939209
1209,"Chill",-22,-0.224867076488739,1.2899299480631,0.55761829859391,0.473097283899103
1210,"Chill",-21,0.0225112709382978,0.31066735814288,0.469039739446376,0.465901466885001
